athlete_id,athlete_name,sex,age,height_cm,weight_kg,team,noc,year,city,sport,event,medal
6954,Kento Smith,M,30,168,85,Soviet Union,USSR,1976,Montreal,Athletics,Marathon Men,Bronze
6955,Jessica Park,F,26,162,86,Hungary,HUN,1976,Montreal,Athletics,100m Women,Gold
6956,Maria Bolt,F,28,188,73,China,CHN,1976,Montreal,Athletics,100m Women,Silver
6957,Birgit Yamamoto,F,23,166,66,Japan,JPN,1976,Montreal,Athletics,100m Women,Bronze
6958,Ye Liu,F,29,173,80,Italy,ITA,1976,Montreal,Athletics,200m Women,Gold
6959,Larisa Johnson,F,23,171,60,United States,USA,1976,Montreal,Athletics,200m Women,Silver
6960,Oksana Park,F,28,165,74,Australia,AUS,1976,Montreal,Athletics,200m Women,Bronze
6961,Tatiana Lewis,F,27,159,52,China,CHN,1976,Montreal,Athletics,400m Women,Gold
6962,Oksana Smith,F,18,165,67,United States,USA,1976,Montreal,Athletics,400m Women,Silver
6963,Ye Popov,F,19,159,73,Netherlands,NED,1976,Montreal,Athletics,400m Women,Bronze
6964,Elena Phelps,F,28,156,72,China,CHN,1976,Montreal,Athletics,Marathon Women,Gold
6965,Anna Dubois,F,16,174,64,United States,USA,1976,Montreal,Athletics,Marathon Women,Silver
6966,Maria Bolt,F,28,157,62,Denmark,DEN,1976,Montreal,Athletics,Marathon Women,Bronze
6967,Mark Fischer,M,24,169,76,Romania,ROU,1976,Montreal,Athletics,Long Jump Men,Gold
6968,Michael Park,M,35,206,61,Soviet Union,USSR,1976,Montreal,Athletics,Long Jump Men,Silver
6969,Kento Phelps,M,24,166,68,Brazil,BRA,1976,Montreal,Athletics,Long Jump Men,Bronze
6970,Li Osei,M,26,169,79,United States,USA,1976,Montreal,Athletics,High Jump Men,Gold
6971,Alexei Kipchoge,M,23,165,53,Soviet Union,USSR,1976,Montreal,Athletics,High Jump Men,Silver
6972,Zhang Thompson,M,24,172,80,Australia,AUS,1976,Montreal,Athletics,High Jump Men,Bronze
6973,Alexei Kim,M,26,173,83,Soviet Union,USSR,1976,Montreal,Athletics,Shot Put Men,Gold
6974,Pierre Müller,M,35,179,75,New Zealand,NZL,1976,Montreal,Athletics,Shot Put Men,Silver
6975,Neymar Martin,M,24,174,67,United States,USA,1976,Montreal,Athletics,Shot Put Men,Bronze
6976,Boris Fischer,M,31,166,73,South Korea,KOR,1976,Montreal,Athletics,Decathlon,Gold
6977,David Thompson,M,30,175,87,Kenya,KEN,1976,Montreal,Athletics,Decathlon,Silver
6978,Jean Yamamoto,M,26,175,88,United States,USA,1976,Montreal,Athletics,Decathlon,Bronze
6979,Maria Wang,F,20,160,57,Brazil,BRA,1976,Montreal,Athletics,Heptathlon,Gold
6980,Simone Müller,F,27,181,53,Romania,ROU,1976,Montreal,Athletics,Heptathlon,Silver
6981,Dafne Williams,F,24,167,40,Soviet Union,USSR,1976,Montreal,Athletics,Heptathlon,Bronze
6982,Kento Popov,M,27,169,49,Netherlands,NED,1976,Montreal,Swimming,100m Freestyle Men,Gold
6983,Wei Dubois,M,27,171,82,Poland,POL,1976,Montreal,Swimming,100m Freestyle Men,Silver
6984,Carl Williams,M,28,158,69,United States,USA,1976,Montreal,Swimming,100m Freestyle Men,Bronze
6985,Li Felix,M,28,179,83,Australia,AUS,1976,Montreal,Swimming,200m Freestyle Men,Gold
6986,Sergei Tanaka,M,26,177,89,Cuba,CUB,1976,Montreal,Swimming,200m Freestyle Men,Silver
6987,Mark Yamamoto,M,24,169,78,Poland,POL,1976,Montreal,Swimming,200m Freestyle Men,Bronze
6988,Ivan Fischer,M,27,172,77,Cuba,CUB,1976,Montreal,Swimming,400m Freestyle Men,Gold
6989,Robert Williams,M,23,178,59,United States,USA,1976,Montreal,Swimming,400m Freestyle Men,Silver
6990,Adam Liu,M,24,175,73,Czech Republic,CZE,1976,Montreal,Swimming,400m Freestyle Men,Bronze
6991,Ryan Felix,M,25,177,68,United States,USA,1976,Montreal,Swimming,100m Backstroke Men,Gold
6992,Zhang Fischer,M,24,178,85,Canada,CAN,1976,Montreal,Swimming,100m Backstroke Men,Silver
6993,Wei Kim,M,19,175,90,Finland,FIN,1976,Montreal,Swimming,100m Backstroke Men,Bronze
6994,Wei Wang,M,20,179,73,Italy,ITA,1976,Montreal,Swimming,100m Breaststroke Men,Gold
6995,Ryan Osei,M,25,173,67,Sweden,SWE,1976,Montreal,Swimming,100m Breaststroke Men,Silver
6996,Wei Bolt,M,24,161,81,Bulgaria,BUL,1976,Montreal,Swimming,100m Breaststroke Men,Bronze
6997,Yuki Smith,M,24,179,78,United States,USA,1976,Montreal,Swimming,100m Butterfly Men,Gold
6998,Robert Johnson,M,25,171,77,Brazil,BRA,1976,Montreal,Swimming,100m Butterfly Men,Silver
6999,David Kim,M,29,168,72,Japan,JPN,1976,Montreal,Swimming,100m Butterfly Men,Bronze
7000,Boris Zhang,M,23,179,76,Germany,GER,1976,Montreal,Swimming,200m Individual Medley Men,Gold
7001,Robert Smith,M,25,165,57,France,FRA,1976,Montreal,Swimming,200m Individual Medley Men,Silver
7002,Hans Popov,M,29,183,78,Soviet Union,USSR,1976,Montreal,Swimming,200m Individual Medley Men,Bronze
7003,Mark Müller,M,25,195,94,Canada,CAN,1976,Montreal,Swimming,4x100m Relay Men,Gold
7004,Alexei Liu,M,27,163,80,Soviet Union,USSR,1976,Montreal,Swimming,4x100m Relay Men,Silver
7005,James Zhang,M,23,174,79,Great Britain,GBR,1976,Montreal,Swimming,4x100m Relay Men,Bronze
7006,Sarah Felix,F,24,169,71,France,FRA,1976,Montreal,Swimming,100m Freestyle Women,Gold
7007,Nadia Williams,F,35,168,53,Romania,ROU,1976,Montreal,Swimming,100m Freestyle Women,Silver
7008,Birgit Chen,F,26,160,68,Finland,FIN,1976,Montreal,Swimming,100m Freestyle Women,Bronze
7009,Emily Thompson,F,25,163,59,Soviet Union,USSR,1976,Montreal,Swimming,200m Freestyle Women,Gold
7010,Dafne Smith,F,31,159,67,Sweden,SWE,1976,Montreal,Swimming,200m Freestyle Women,Silver
7011,Nadia Smith,F,24,163,60,United States,USA,1976,Montreal,Swimming,200m Freestyle Women,Bronze
7012,Oksana Phelps,F,33,170,43,Canada,CAN,1976,Montreal,Swimming,400m Freestyle Women,Gold
7013,Birgit Phelps,F,18,170,69,Netherlands,NED,1976,Montreal,Swimming,400m Freestyle Women,Silver
7014,Birgit Chen,F,29,173,56,Italy,ITA,1976,Montreal,Swimming,400m Freestyle Women,Bronze
7015,Heike Park,F,32,166,51,New Zealand,NZL,1976,Montreal,Swimming,100m Backstroke Women,Gold
7016,Simone Chen,F,25,162,72,Finland,FIN,1976,Montreal,Swimming,100m Backstroke Women,Silver
7017,Dafne Fischer,F,31,175,52,Netherlands,NED,1976,Montreal,Swimming,100m Backstroke Women,Bronze
7018,Jessica Brown,F,31,153,59,Netherlands,NED,1976,Montreal,Swimming,100m Breaststroke Women,Gold
7019,Birgit Wang,F,27,154,68,Bulgaria,BUL,1976,Montreal,Swimming,100m Breaststroke Women,Silver
7020,Ye Martin,F,22,175,73,Soviet Union,USSR,1976,Montreal,Swimming,100m Breaststroke Women,Bronze
7021,Allyson Dubois,F,27,153,75,United States,USA,1976,Montreal,Swimming,4x100m Relay Women,Gold
7022,Simone Kim,F,18,162,70,India,IND,1976,Montreal,Swimming,4x100m Relay Women,Silver
7023,Nadia Johnson,F,25,159,61,Germany,GER,1976,Montreal,Swimming,4x100m Relay Women,Bronze
7024,Wei Zhang,M,25,166,84,New Zealand,NZL,1976,Montreal,Gymnastics,All-Around Men,Gold
7025,Kento Bolt,M,32,170,69,Kenya,KEN,1976,Montreal,Gymnastics,All-Around Men,Silver
7026,Yuki Liu,M,30,185,72,Sweden,SWE,1976,Montreal,Gymnastics,All-Around Men,Bronze
7027,Alexei Müller,M,18,167,70,Great Britain,GBR,1976,Montreal,Gymnastics,Floor Exercise Men,Gold
7028,Neymar Lewis,M,18,175,72,Denmark,DEN,1976,Montreal,Gymnastics,Floor Exercise Men,Silver
7029,Hans Williams,M,24,175,89,Japan,JPN,1976,Montreal,Gymnastics,Floor Exercise Men,Bronze
7030,Sergei Liu,M,26,175,77,Hungary,HUN,1976,Montreal,Gymnastics,Pommel Horse Men,Gold
7031,David Brown,M,28,174,73,Sweden,SWE,1976,Montreal,Gymnastics,Pommel Horse Men,Silver
7032,David Popov,M,26,192,67,Kenya,KEN,1976,Montreal,Gymnastics,Pommel Horse Men,Bronze
7033,Usain Phelps,M,27,176,76,Sweden,SWE,1976,Montreal,Gymnastics,Rings Men,Gold
7034,James Bolt,M,28,169,71,Finland,FIN,1976,Montreal,Gymnastics,Rings Men,Silver
7035,Ryan Wang,M,30,167,85,Australia,AUS,1976,Montreal,Gymnastics,Rings Men,Bronze
7036,James Yamamoto,M,30,173,84,Netherlands,NED,1976,Montreal,Gymnastics,Vault Men,Gold
7037,Mark Bolt,M,32,164,66,Hungary,HUN,1976,Montreal,Gymnastics,Vault Men,Silver
7038,Kento Kipchoge,M,29,166,74,Soviet Union,USSR,1976,Montreal,Gymnastics,Vault Men,Bronze
7039,Sergei Osei,M,27,165,74,Italy,ITA,1976,Montreal,Gymnastics,Parallel Bars Men,Gold
7040,Robert Wang,M,25,175,67,France,FRA,1976,Montreal,Gymnastics,Parallel Bars Men,Silver
7041,Boris Phelps,M,24,172,83,China,CHN,1976,Montreal,Gymnastics,Parallel Bars Men,Bronze
7042,Adam Liu,M,27,180,59,Soviet Union,USSR,1976,Montreal,Gymnastics,Horizontal Bar Men,Gold
7043,Neymar Felix,M,24,161,71,Italy,ITA,1976,Montreal,Gymnastics,Horizontal Bar Men,Silver
7044,Alexei Felix,M,25,180,76,France,FRA,1976,Montreal,Gymnastics,Horizontal Bar Men,Bronze
7045,Birgit Lewis,F,25,158,61,Belgium,BEL,1976,Montreal,Gymnastics,All-Around Women,Gold
7046,Elena Fischer,F,25,180,67,China,CHN,1976,Montreal,Gymnastics,All-Around Women,Silver
7047,Jessica Williams,F,25,179,55,Soviet Union,USSR,1976,Montreal,Gymnastics,All-Around Women,Bronze
7048,Maria Fischer,F,26,169,75,Soviet Union,USSR,1976,Montreal,Gymnastics,Floor Exercise Women,Gold
7049,Oksana Thompson,F,18,166,64,Japan,JPN,1976,Montreal,Gymnastics,Floor Exercise Women,Silver
7050,Mary Martin,F,28,166,64,China,CHN,1976,Montreal,Gymnastics,Floor Exercise Women,Bronze
7051,Heike Volkov,F,27,170,66,India,IND,1976,Montreal,Gymnastics,Beam Women,Gold
7052,Dafne Thompson,F,26,169,53,China,CHN,1976,Montreal,Gymnastics,Beam Women,Silver
7053,Emily Popov,F,22,158,71,Hungary,HUN,1976,Montreal,Gymnastics,Beam Women,Bronze
7054,Kim Tanaka,F,26,160,64,Norway,NOR,1976,Montreal,Gymnastics,Vault Women,Gold
7055,Simone Martin,F,29,177,56,Australia,AUS,1976,Montreal,Gymnastics,Vault Women,Silver
7056,Larisa Phelps,F,35,163,38,Germany,GER,1976,Montreal,Gymnastics,Vault Women,Bronze
7057,Robert Popov,M,30,172,69,Germany,GER,1976,Montreal,Cycling,Road Race Men,Gold
7058,Klaus Volkov,M,22,169,94,Italy,ITA,1976,Montreal,Cycling,Road Race Men,Silver
7059,Boris Tanaka,M,28,175,56,Bulgaria,BUL,1976,Montreal,Cycling,Road Race Men,Bronze
7060,Michael Thompson,M,31,195,66,Germany,GER,1976,Montreal,Cycling,Time Trial Men,Gold
7061,Klaus Yamamoto,M,24,174,82,Hungary,HUN,1976,Montreal,Cycling,Time Trial Men,Silver
7062,Klaus Williams,M,25,170,65,France,FRA,1976,Montreal,Cycling,Time Trial Men,Bronze
7063,Robert Johnson,M,24,163,67,Canada,CAN,1976,Montreal,Cycling,Track Sprint Men,Gold
7064,Li Lewis,M,23,171,77,Brazil,BRA,1976,Montreal,Cycling,Track Sprint Men,Silver
7065,Neymar Bolt,M,27,172,77,France,FRA,1976,Montreal,Cycling,Track Sprint Men,Bronze
7066,Maria Tanaka,F,31,172,66,Soviet Union,USSR,1976,Montreal,Cycling,Road Race Women,Gold
7067,Oksana Felix,F,22,177,56,United States,USA,1976,Montreal,Cycling,Road Race Women,Silver
7068,Tatiana Wang,F,21,168,62,Canada,CAN,1976,Montreal,Cycling,Road Race Women,Bronze
7069,Simone Yamamoto,F,31,167,36,Italy,ITA,1976,Montreal,Cycling,Time Trial Women,Gold
7070,Elena Wang,F,29,164,61,Soviet Union,USSR,1976,Montreal,Cycling,Time Trial Women,Silver
7071,Nadia Phelps,F,25,173,79,United States,USA,1976,Montreal,Cycling,Time Trial Women,Bronze
7072,Li Osei,M,23,195,86,Cuba,CUB,1976,Montreal,Cycling,Mountain Bike Men,Gold
7073,Klaus Kim,M,27,172,65,Germany,GER,1976,Montreal,Cycling,Mountain Bike Men,Silver
7074,Mark Williams,M,27,149,86,Denmark,DEN,1976,Montreal,Cycling,Mountain Bike Men,Bronze
7075,Robert Martin,M,32,178,81,France,FRA,1976,Montreal,Wrestling,Freestyle 65kg Men,Gold
7076,Usain Zhang,M,23,181,71,China,CHN,1976,Montreal,Wrestling,Freestyle 65kg Men,Silver
7077,Zhang Liu,M,27,173,71,Japan,JPN,1976,Montreal,Wrestling,Freestyle 65kg Men,Bronze
7078,Usain Smith,M,32,163,83,China,CHN,1976,Montreal,Wrestling,Freestyle 74kg Men,Gold
7079,David Felix,M,26,171,76,Belgium,BEL,1976,Montreal,Wrestling,Freestyle 74kg Men,Silver
7080,James Smith,M,22,170,68,France,FRA,1976,Montreal,Wrestling,Freestyle 74kg Men,Bronze
7081,Ivan Smith,M,26,175,91,Poland,POL,1976,Montreal,Wrestling,Freestyle 86kg Men,Gold
7082,Adam Volkov,M,18,163,79,Italy,ITA,1976,Montreal,Wrestling,Freestyle 86kg Men,Silver
7083,Michael Park,M,27,183,86,Canada,CAN,1976,Montreal,Wrestling,Freestyle 86kg Men,Bronze
7084,Neymar Volkov,M,22,161,67,Germany,GER,1976,Montreal,Wrestling,Greco-Roman 67kg Men,Gold
7085,Wei Fischer,M,25,178,66,Japan,JPN,1976,Montreal,Wrestling,Greco-Roman 67kg Men,Silver
7086,David Tanaka,M,27,169,75,Italy,ITA,1976,Montreal,Wrestling,Greco-Roman 67kg Men,Bronze
7087,James Park,M,28,183,68,Kenya,KEN,1976,Montreal,Wrestling,Greco-Roman 77kg Men,Gold
7088,Zhang Williams,M,28,182,58,India,IND,1976,Montreal,Wrestling,Greco-Roman 77kg Men,Silver
7089,David Osei,M,24,163,63,United States,USA,1976,Montreal,Wrestling,Greco-Roman 77kg Men,Bronze
7090,Ryan Phelps,M,30,180,76,United States,USA,1976,Montreal,Judo,60kg Men,Gold
7091,Carl Liu,M,19,166,85,Soviet Union,USSR,1976,Montreal,Judo,60kg Men,Silver
7092,Kento Popov,M,19,171,72,Norway,NOR,1976,Montreal,Judo,60kg Men,Bronze
7093,Mark Chen,M,34,176,78,Japan,JPN,1976,Montreal,Judo,66kg Men,Gold
7094,Robert Tanaka,M,22,163,88,China,CHN,1976,Montreal,Judo,66kg Men,Silver
7095,Adam Kipchoge,M,23,184,84,Romania,ROU,1976,Montreal,Judo,66kg Men,Bronze
7096,James Lewis,M,25,171,78,Belgium,BEL,1976,Montreal,Judo,73kg Men,Gold
7097,David Brown,M,25,171,66,Germany,GER,1976,Montreal,Judo,73kg Men,Silver
7098,Adam Park,M,22,158,54,Netherlands,NED,1976,Montreal,Judo,73kg Men,Bronze
7099,Hans Phelps,M,27,192,75,United States,USA,1976,Montreal,Judo,81kg Men,Gold
7100,Li Kim,M,31,180,58,Australia,AUS,1976,Montreal,Judo,81kg Men,Silver
7101,David Kim,M,24,170,84,Netherlands,NED,1976,Montreal,Judo,81kg Men,Bronze
7102,Usain Kim,M,24,161,86,Czech Republic,CZE,1976,Montreal,Judo,90kg Men,Gold
7103,Michael Osei,M,30,169,89,United States,USA,1976,Montreal,Judo,90kg Men,Silver
7104,Sergei Smith,M,26,186,77,Brazil,BRA,1976,Montreal,Judo,90kg Men,Bronze
7105,David Popov,M,21,184,85,Brazil,BRA,1976,Montreal,Judo,+100kg Men,Gold
7106,Ryan Brown,M,21,174,73,Germany,GER,1976,Montreal,Judo,+100kg Men,Silver
7107,Sergei Bolt,M,30,174,88,Australia,AUS,1976,Montreal,Judo,+100kg Men,Bronze
7108,Mary Park,F,16,169,54,Australia,AUS,1976,Montreal,Judo,48kg Women,Gold
7109,Heike Dubois,F,30,172,60,Italy,ITA,1976,Montreal,Judo,48kg Women,Silver
7110,Allyson Kim,F,23,156,58,United States,USA,1976,Montreal,Judo,48kg Women,Bronze
7111,Allyson Martin,F,22,166,61,Soviet Union,USSR,1976,Montreal,Judo,52kg Women,Gold
7112,Sarah Volkov,F,31,157,64,United States,USA,1976,Montreal,Judo,52kg Women,Silver
7113,Maria Volkov,F,28,178,75,Finland,FIN,1976,Montreal,Judo,52kg Women,Bronze
7114,Maria Kipchoge,F,22,163,50,Italy,ITA,1976,Montreal,Judo,57kg Women,Gold
7115,Jessica Biles,F,26,169,45,France,FRA,1976,Montreal,Judo,57kg Women,Silver
7116,Liu Williams,F,23,164,60,Canada,CAN,1976,Montreal,Judo,57kg Women,Bronze
7117,Yuki Zhang,M,19,178,70,Germany,GER,1976,Montreal,Boxing,51kg Men,Gold
7118,Sergei Martin,M,30,168,59,Finland,FIN,1976,Montreal,Boxing,51kg Men,Silver
7119,Sergei Volkov,M,24,172,95,Sweden,SWE,1976,Montreal,Boxing,51kg Men,Bronze
7120,Ivan Osei,M,24,165,77,Australia,AUS,1976,Montreal,Boxing,56kg Men,Gold
7121,Boris Kim,M,30,184,91,Brazil,BRA,1976,Montreal,Boxing,56kg Men,Silver
7122,David Dubois,M,27,172,87,China,CHN,1976,Montreal,Boxing,56kg Men,Bronze
7123,Robert Chen,M,25,170,85,Germany,GER,1976,Montreal,Boxing,60kg Men,Gold
7124,Pierre Smith,M,26,167,78,China,CHN,1976,Montreal,Boxing,60kg Men,Silver
7125,Michael Thompson,M,27,184,75,Soviet Union,USSR,1976,Montreal,Boxing,60kg Men,Bronze
7126,Wei Liu,M,26,189,80,Finland,FIN,1976,Montreal,Boxing,64kg Men,Gold
7127,Jean Wang,M,27,186,63,United States,USA,1976,Montreal,Boxing,64kg Men,Silver
7128,Mark Phelps,M,26,192,81,Poland,POL,1976,Montreal,Boxing,64kg Men,Bronze
7129,Michael Yamamoto,M,24,161,65,China,CHN,1976,Montreal,Boxing,69kg Men,Gold
7130,Ivan Lewis,M,23,172,73,Soviet Union,USSR,1976,Montreal,Boxing,69kg Men,Silver
7131,Kento Johnson,M,33,171,59,Romania,ROU,1976,Montreal,Boxing,69kg Men,Bronze
7132,Boris Martin,M,30,177,88,Australia,AUS,1976,Montreal,Boxing,75kg Men,Gold
7133,Wei Osei,M,24,189,58,Hungary,HUN,1976,Montreal,Boxing,75kg Men,Silver
7134,Zhang Volkov,M,25,173,68,Jamaica,JAM,1976,Montreal,Boxing,75kg Men,Bronze
7135,Wei Bolt,M,25,170,72,Australia,AUS,1976,Montreal,Shooting,10m Air Rifle Men,Gold
7136,Ryan Dubois,M,32,168,75,Sweden,SWE,1976,Montreal,Shooting,10m Air Rifle Men,Silver
7137,Neymar Thompson,M,27,167,62,United States,USA,1976,Montreal,Shooting,10m Air Rifle Men,Bronze
7138,Usain Smith,M,28,168,83,Belgium,BEL,1976,Montreal,Shooting,10m Air Pistol Men,Gold
7139,James Thompson,M,25,176,73,France,FRA,1976,Montreal,Shooting,10m Air Pistol Men,Silver
7140,James Zhang,M,26,169,67,Ethiopia,ETH,1976,Montreal,Shooting,10m Air Pistol Men,Bronze
7141,Klaus Bolt,M,28,174,72,Netherlands,NED,1976,Montreal,Shooting,50m Rifle Men,Gold
7142,Neymar Kipchoge,M,22,164,56,Germany,GER,1976,Montreal,Shooting,50m Rifle Men,Silver
7143,Ryan Fischer,M,18,170,84,Italy,ITA,1976,Montreal,Shooting,50m Rifle Men,Bronze
7144,Liu Park,F,34,171,48,Cuba,CUB,1976,Montreal,Shooting,10m Air Rifle Women,Gold
7145,Ye Biles,F,27,162,49,Germany,GER,1976,Montreal,Shooting,10m Air Rifle Women,Silver
7146,Nadia Brown,F,25,165,54,Great Britain,GBR,1976,Montreal,Shooting,10m Air Rifle Women,Bronze
7147,Kim Popov,F,29,162,57,France,FRA,1976,Montreal,Shooting,10m Air Pistol Women,Gold
7148,Simone Kim,F,27,170,58,Japan,JPN,1976,Montreal,Shooting,10m Air Pistol Women,Silver
7149,Tatiana Chen,F,22,164,69,India,IND,1976,Montreal,Shooting,10m Air Pistol Women,Bronze
7150,Wei Fischer,M,23,170,81,Cuba,CUB,1976,Montreal,Shooting,Trap Men,Gold
7151,Klaus Volkov,M,18,165,74,Belgium,BEL,1976,Montreal,Shooting,Trap Men,Silver
7152,Ryan Osei,M,27,186,76,Soviet Union,USSR,1976,Montreal,Shooting,Trap Men,Bronze
7153,Li Martin,M,29,160,88,Germany,GER,1976,Montreal,Rowing,Single Sculls Men,Gold
7154,Hans Bolt,M,19,176,54,Australia,AUS,1976,Montreal,Rowing,Single Sculls Men,Silver
7155,Klaus Chen,M,24,176,55,United States,USA,1976,Montreal,Rowing,Single Sculls Men,Bronze
7156,Carl Brown,M,30,191,77,Sweden,SWE,1976,Montreal,Rowing,Double Sculls Men,Gold
7157,Michael Volkov,M,30,177,83,United States,USA,1976,Montreal,Rowing,Double Sculls Men,Silver
7158,Yuki Kim,M,30,173,73,Great Britain,GBR,1976,Montreal,Rowing,Double Sculls Men,Bronze
7159,Klaus Osei,M,31,183,82,United States,USA,1976,Montreal,Rowing,Coxless Four Men,Gold
7160,Sergei Felix,M,34,181,73,Soviet Union,USSR,1976,Montreal,Rowing,Coxless Four Men,Silver
7161,Klaus Dubois,M,29,166,69,Jamaica,JAM,1976,Montreal,Rowing,Coxless Four Men,Bronze
7162,Michael Lewis,M,23,163,75,Italy,ITA,1976,Montreal,Rowing,Eight Men,Gold
7163,Wei Dubois,M,26,169,76,South Korea,KOR,1976,Montreal,Rowing,Eight Men,Silver
7164,Robert Phelps,M,24,181,70,New Zealand,NZL,1976,Montreal,Rowing,Eight Men,Bronze
7165,Larisa Kipchoge,F,24,173,48,Norway,NOR,1976,Montreal,Rowing,Single Sculls Women,Gold
7166,Maria Zhang,F,26,167,77,Poland,POL,1976,Montreal,Rowing,Single Sculls Women,Silver
7167,Dafne Müller,F,29,165,61,Soviet Union,USSR,1976,Montreal,Rowing,Single Sculls Women,Bronze
7168,Larisa Popov,F,33,158,62,South Korea,KOR,1976,Montreal,Rowing,Double Sculls Women,Gold
7169,Oksana Zhang,F,26,165,53,China,CHN,1976,Montreal,Rowing,Double Sculls Women,Silver
7170,Nadia Kim,F,23,165,55,Australia,AUS,1976,Montreal,Rowing,Double Sculls Women,Bronze
7171,Boris Wang,M,26,172,86,France,FRA,1976,Montreal,Weightlifting,56kg Men,Gold
7172,Kento Wang,M,24,178,61,United States,USA,1976,Montreal,Weightlifting,56kg Men,Silver
7173,Boris Biles,M,18,175,81,Italy,ITA,1976,Montreal,Weightlifting,56kg Men,Bronze
7174,Kento Liu,M,22,173,85,United States,USA,1976,Montreal,Weightlifting,62kg Men,Gold
7175,Sergei Fischer,M,31,164,87,Italy,ITA,1976,Montreal,Weightlifting,62kg Men,Silver
7176,Pierre Smith,M,20,176,70,Bulgaria,BUL,1976,Montreal,Weightlifting,62kg Men,Bronze
7177,David Yamamoto,M,29,186,85,China,CHN,1976,Montreal,Weightlifting,69kg Men,Gold
7178,Mark Bolt,M,20,179,74,Norway,NOR,1976,Montreal,Weightlifting,69kg Men,Silver
7179,Sergei Liu,M,27,172,82,France,FRA,1976,Montreal,Weightlifting,69kg Men,Bronze
7180,Klaus Bolt,M,24,159,70,Netherlands,NED,1976,Montreal,Weightlifting,77kg Men,Gold
7181,Adam Biles,M,27,166,90,France,FRA,1976,Montreal,Weightlifting,77kg Men,Silver
7182,Jean Fischer,M,24,173,72,Jamaica,JAM,1976,Montreal,Weightlifting,77kg Men,Bronze
7183,James Brown,M,29,174,77,India,IND,1976,Montreal,Weightlifting,85kg Men,Gold
7184,Alexei Williams,M,19,166,85,Soviet Union,USSR,1976,Montreal,Weightlifting,85kg Men,Silver
7185,Mark Park,M,22,179,92,Germany,GER,1976,Montreal,Weightlifting,85kg Men,Bronze
7186,Pierre Martin,M,25,168,77,Cuba,CUB,1976,Montreal,Weightlifting,+105kg Men,Gold
7187,Kento Müller,M,26,178,74,Norway,NOR,1976,Montreal,Weightlifting,+105kg Men,Silver
7188,Jean Biles,M,21,175,91,Ethiopia,ETH,1976,Montreal,Weightlifting,+105kg Men,Bronze
7189,Oksana Park,F,28,157,61,France,FRA,1976,Montreal,Weightlifting,48kg Women,Gold
7190,Heike Osei,F,28,166,61,New Zealand,NZL,1976,Montreal,Weightlifting,48kg Women,Silver
7191,Emily Lewis,F,29,160,63,Denmark,DEN,1976,Montreal,Weightlifting,48kg Women,Bronze
7192,Heike Johnson,F,16,154,47,Bulgaria,BUL,1976,Montreal,Weightlifting,53kg Women,Gold
7193,Nadia Wang,F,27,174,42,Great Britain,GBR,1976,Montreal,Weightlifting,53kg Women,Silver
7194,Jessica Thompson,F,31,149,56,United States,USA,1976,Montreal,Weightlifting,53kg Women,Bronze
7195,Carl Chen,M,27,177,80,Sweden,SWE,1976,Montreal,Fencing,Foil Men,Gold
7196,Li Müller,M,25,184,81,Germany,GER,1976,Montreal,Fencing,Foil Men,Silver
7197,Klaus Liu,M,26,163,84,Canada,CAN,1976,Montreal,Fencing,Foil Men,Bronze
7198,Neymar Osei,M,23,180,81,Netherlands,NED,1976,Montreal,Fencing,Epee Men,Gold
7199,Hans Müller,M,27,177,69,Germany,GER,1976,Montreal,Fencing,Epee Men,Silver
7200,Klaus Fischer,M,21,185,74,Cuba,CUB,1976,Montreal,Fencing,Epee Men,Bronze
7201,Sergei Williams,M,23,156,66,China,CHN,1976,Montreal,Fencing,Sabre Men,Gold
7202,Klaus Kipchoge,M,27,176,66,United States,USA,1976,Montreal,Fencing,Sabre Men,Silver
7203,Carl Bolt,M,17,168,84,Poland,POL,1976,Montreal,Fencing,Sabre Men,Bronze
7204,Nadia Liu,F,25,161,35,New Zealand,NZL,1976,Montreal,Fencing,Foil Women,Gold
7205,Mary Liu,F,20,165,58,Germany,GER,1976,Montreal,Fencing,Foil Women,Silver
7206,Anna Biles,F,16,153,74,Hungary,HUN,1976,Montreal,Fencing,Foil Women,Bronze
7207,Maria Chen,F,20,175,71,United States,USA,1976,Montreal,Fencing,Epee Women,Gold
7208,Maria Dubois,F,24,167,62,Netherlands,NED,1976,Montreal,Fencing,Epee Women,Silver
7209,Anna Tanaka,F,24,169,58,China,CHN,1976,Montreal,Fencing,Epee Women,Bronze
7210,Hans Zhang,M,36,179,74,Poland,POL,1976,Montreal,Diving,3m Springboard Men,Gold
7211,Yuki Volkov,M,25,183,88,Australia,AUS,1976,Montreal,Diving,3m Springboard Men,Silver
7212,Mark Park,M,22,174,77,Soviet Union,USSR,1976,Montreal,Diving,3m Springboard Men,Bronze
7213,Sergei Lewis,M,19,166,71,United States,USA,1976,Montreal,Diving,10m Platform Men,Gold
7214,Ryan Kim,M,22,165,83,Great Britain,GBR,1976,Montreal,Diving,10m Platform Men,Silver
7215,Kento Tanaka,M,30,170,73,Bulgaria,BUL,1976,Montreal,Diving,10m Platform Men,Bronze
7216,Simone Felix,F,28,171,52,United States,USA,1976,Montreal,Diving,3m Springboard Women,Gold
7217,Simone Felix,F,28,150,65,Germany,GER,1976,Montreal,Diving,3m Springboard Women,Silver
7218,Heike Johnson,F,19,155,55,China,CHN,1976,Montreal,Diving,3m Springboard Women,Bronze
